     7.000     1.140     0.734     0.393     0.001     0.684     0.126
     7.000     1.496     0.752     0.328     0.001     0.756     0.054
     7.000     0.001     0.797     0.534     1.235     0.516     0.128
     7.000     0.001     0.883     0.402     0.895     0.636     0.070
     7.000     1.675     0.642     0.395     0.219     0.786     0.031
     7.000     0.001     0.818     0.489     0.358     0.686     0.083
     7.000     0.006     0.844     0.414     0.455     0.728     0.059
     7.000     1.395     0.735     0.320     0.001     0.661     0.139
     7.000     0.082     0.917     0.369     2.093     0.515     0.039
     7.000     0.001     0.862     0.384     0.195     0.664     0.135
     7.000     0.419     0.918     0.272     0.001     0.733     0.089
     7.000     0.189     0.893     0.298     0.992     0.753     0.001
     7.000     1.128     0.825     0.325     0.001     0.682     0.085
     7.000     1.269     0.786     0.343     0.514     0.731     0.005
     7.000     0.053     0.888     0.370     0.001     0.670     0.145
     7.000     0.020     0.829     0.456     0.405     0.684     0.088
     7.000     0.001     0.855     0.385     0.900     0.522     0.187
     7.000     0.982     0.731     0.446     0.001     0.691     0.104
     7.000     0.001     0.974     0.266     0.001     0.640     0.164
     7.000     0.001     0.893     0.370     1.143     0.627     0.058
     7.000     0.246     0.729     0.512     0.001     0.749     0.089
     7.000     1.257     0.799     0.268     0.001     0.731     0.095
     7.000     0.001     0.963     0.275     0.761     0.621     0.106
     7.000     0.001     0.847     0.441     0.475     0.648     0.106
     7.000     1.071     0.762     0.341     0.001     0.718     0.101
     7.000     0.001     0.828     0.459     1.390     0.551     0.094
     7.000     0.309     0.742     0.557     0.001     0.579     0.198
     7.000     0.701     0.850     0.243     0.001     0.757     0.098
     7.000     0.055     0.836     0.436     0.100     0.713     0.102
     7.000     0.961     0.763     0.387     0.883     0.620     0.090
     7.000     0.465     0.781     0.453     0.013     0.697     0.113
     7.000     0.869     0.728     0.465     0.001     0.603     0.175
     7.000     0.989     0.716     0.408     0.001     0.835     0.013
     7.000     0.001     0.889     0.390     0.001     0.760     0.071
     7.000     0.513     0.910     0.263     0.001     0.751     0.071
     7.000     0.132     0.786     0.506     1.982     0.556     0.026
     7.000     1.483     0.776     0.214     0.001     0.723     0.120
     7.000     0.092     0.838     0.444     0.174     0.685     0.101
     7.000     0.001     0.828     0.458     0.076     0.745     0.070
     7.000     1.198     0.757     0.344     0.001     0.748     0.074
     7.000     0.827     0.740     0.371     0.001     0.733     0.113
     7.000     0.580     0.852     0.331     0.219     0.668     0.115
     7.000     0.001     0.902     0.376     0.001     0.673     0.133
     7.000     0.160     0.818     0.443     0.230     0.708     0.096
     7.000     0.659     0.859     0.278     0.001     0.763     0.089
     7.000     1.684     0.603     0.425     0.001     0.711     0.125
     7.000     0.225     0.922     0.257     0.401     0.678     0.114
     7.000     0.155     0.912     0.342     0.937     0.590     0.102
     7.000     0.001     0.883     0.357     0.744     0.662     0.089
     7.000     1.636     0.547     0.556     1.390     0.638     0.005
     7.000     1.089     0.756     0.350     0.554     0.751     0.032
     7.000     0.404     0.846     0.335     0.001     0.868     0.001
     7.000     0.001     0.931     0.366     0.169     0.791     0.014
     7.000     0.561     0.924     0.215     0.001     0.642     0.167
     7.000     1.405     0.712     0.353     0.001     0.622     0.178
     7.000     0.487     0.865     0.333     0.319     0.658     0.114
     7.000     0.001     0.930     0.355     0.517     0.665     0.076
     7.000     0.001     0.897     0.343     0.649     0.635     0.115
     7.000     0.001     0.913     0.373     0.246     0.632     0.134
     7.000     0.433     0.853     0.371     0.001     0.712     0.100
     7.000     0.348     0.762     0.497     0.001     0.736     0.092
     7.000     0.326     0.901     0.294     0.001     0.723     0.093
     7.000     0.639     0.761     0.455     0.475     0.698     0.068
     7.000     0.556     0.857     0.335     0.001     0.753     0.062
     7.000     0.001     0.865     0.388     0.715     0.743     0.019
     7.000     0.001     0.806     0.436     0.001     0.707     0.142
     7.000     0.961     0.718     0.459     0.946     0.588     0.090
     7.000     0.455     0.877     0.291     0.277     0.690     0.104
     7.000     0.001     0.832     0.447     0.632     0.641     0.095
     7.000     0.001     0.929     0.340     0.376     0.674     0.090
     7.000     0.936     0.876     0.221     0.001     0.744     0.088
     7.000     0.001     0.730     0.620     0.089     0.683     0.113
     7.000     0.025     0.955     0.286     0.001     0.812     0.025
     7.000     0.001     0.856     0.382     0.529     0.679     0.105
     7.000     0.044     0.947     0.319     0.001     0.589     0.190
     7.000     0.494     0.771     0.444     0.039     0.662     0.137
     7.000     1.253     0.650     0.436     0.001     0.815     0.042
     7.000     1.054     0.729     0.384     0.001     0.750     0.092
