     7.000     1.112     0.712     0.071     0.467     0.424     0.477
     7.000     0.376     0.738     0.175     0.262     0.313     0.562
     7.000     0.563     0.709     0.169     0.001     0.420     0.529
     7.000     0.331     0.749     0.183     0.001     0.362     0.556
     8.000     0.425     0.732     0.183     0.001     0.396     0.511
     7.000     0.715     0.649     0.210     0.893     0.354     0.483
     7.000     0.292     0.659     0.301     0.001     0.400     0.528
     7.000     0.686     0.687     0.177     0.531     0.358     0.508
     7.000     0.398     0.742     0.187     0.526     0.300     0.516
     7.000     0.753     0.700     0.148     0.122     0.415     0.514
     8.000     0.505     0.626     0.287     0.001     0.330     0.544
     7.000     0.392     0.658     0.275     0.096     0.401     0.529
     6.000     0.574     0.751     0.117     0.385     0.545     0.365
     7.000     0.675     0.640     0.229     0.001     0.314     0.596
     7.000     0.597     0.709     0.164     1.090     0.326     0.461
     5.000     0.349     0.752     0.162     0.369     0.496     0.432
     8.000     0.481     0.724     0.181     0.001     0.340     0.554
     7.000     0.531     0.701     0.193     0.001     0.420     0.501
     7.000     0.664     0.729     0.120     0.953     0.304     0.514
     8.000     0.571     0.727     0.159     2.912     0.397     0.255
     8.000     0.658     0.672     0.199     1.695     0.277     0.483
     6.000     0.816     0.710     0.093     0.157     0.447     0.481
     8.000     0.464     0.678     0.231     0.001     0.294     0.611
     7.000     0.638     0.659     0.214     0.400     0.408     0.490
     7.000     0.911     0.658     0.162     0.166     0.201     0.664
     6.000     0.292     0.762     0.174     0.247     0.386     0.507
     7.000     0.841     0.651     0.180     0.995     0.470     0.388
     7.000     0.368     0.702     0.232     0.003     0.388     0.539
     6.000     0.355     0.783     0.132     0.371     0.501     0.395
     7.000     0.448     0.690     0.226     0.439     0.276     0.576
     9.000     0.462     0.697     0.218     1.082     0.260     0.534
     8.000     0.754     0.673     0.185     0.759     0.075     0.664
     7.000     0.550     0.738     0.143     0.196     0.446     0.469
     7.000     0.524     0.699     0.193     0.001     0.329     0.587
     7.000     0.776     0.633     0.214     1.049     0.449     0.391
     7.000     0.873     0.618     0.224     0.339     0.406     0.503
     7.000     0.602     0.719     0.159     0.084     0.402     0.518
     7.000     0.725     0.651     0.180     1.002     0.400     0.446
     9.000     0.805     0.662     0.191     0.744     0.443     0.442
     7.000     0.378     0.726     0.203     0.001     0.370     0.545
     9.000     0.564     0.634     0.289     2.049     0.355     0.340
     7.000     0.567     0.690     0.185     0.923     0.443     0.422
     7.000     0.622     0.667     0.204     1.075     0.316     0.491
     7.000     0.584     0.701     0.182     0.709     0.329     0.530
     7.000     0.469     0.738     0.150     0.541     0.364     0.513
     6.000     0.409     0.745     0.167     0.503     0.442     0.446
     7.000     1.070     0.621     0.162     0.496     0.394     0.487
     8.000     0.541     0.671     0.228     1.705     0.340     0.413
     8.000     0.367     0.708     0.239     1.266     0.314     0.446
     7.000     0.302     0.688     0.259     0.686     0.371     0.490
     8.000     0.352     0.715     0.223     0.001     0.464     0.459
     7.000     0.283     0.716     0.238     0.081     0.387     0.524
     7.000     0.447     0.708     0.205     0.663     0.437     0.432
     7.000     0.571     0.705     0.169     0.001     0.448     0.494
     7.000     0.422     0.692     0.235     0.239     0.253     0.604
     7.000     0.354     0.724     0.213     0.001     0.504     0.442
     7.000     0.574     0.688     0.203     0.001     0.413     0.523
     7.000     0.579     0.701     0.182     0.784     0.372     0.471
     7.000     0.555     0.664     0.214     0.290     0.372     0.530
     7.000     0.870     0.678     0.154     0.001     0.332     0.588
     5.000     0.631     0.707     0.164     0.534     0.516     0.384
     7.000     0.801     0.698     0.150     0.381     0.404     0.494
     9.000     0.499     0.716     0.195     0.015     0.292     0.596
     8.000     0.769     0.658     0.216     0.001     0.265     0.627
     7.000     0.450     0.735     0.154     1.948     0.328     0.396
     9.000     0.624     0.643     0.262     2.619     0.365     0.355
     9.000     0.773     0.610     0.261     2.713     0.293     0.384
     7.000     0.342     0.729     0.219     0.001     0.359     0.545
     7.000     0.535     0.748     0.134     0.579     0.275     0.588
     7.000     0.383     0.667     0.270     0.762     0.375     0.485
     7.000     0.506     0.762     0.125     0.063     0.421     0.493
     7.000     0.691     0.648     0.208     1.191     0.287     0.507
     7.000     0.387     0.749     0.163     1.508     0.368     0.416
     7.000     0.361     0.656     0.286     0.004     0.385     0.548
     6.000     0.382     0.663     0.277     0.001     0.412     0.510
     7.000     0.477     0.664     0.257     1.123     0.326     0.471
     7.000     0.748     0.717     0.143     0.434     0.354     0.525
     7.000     0.702     0.679     0.174     0.300     0.245     0.625
     7.000     0.751     0.635     0.214     0.759     0.284     0.530
     6.000     0.283     0.763     0.174     0.373     0.430     0.474
     7.000     0.397     0.683     0.228     0.001     0.555     0.406
     7.000     0.619     0.611     0.301     1.586     0.432     0.354
     7.000     0.395     0.703     0.215     0.161     0.423     0.495
     8.000     0.614     0.659     0.238     1.202     0.252     0.527
     7.000     0.224     0.732     0.238     0.051     0.390     0.528
     5.000     0.621     0.715     0.155     0.368     0.379     0.501
     7.000     0.407     0.709     0.215     0.632     0.345     0.510
     7.000     0.440     0.750     0.162     0.133     0.430     0.491
     7.000     0.582     0.690     0.179     1.561     0.365     0.400
     6.000     0.825     0.653     0.151     0.176     0.499     0.457
     5.000     0.671     0.752     0.076     0.202     0.567     0.382
     7.000     0.589     0.688     0.203     0.001     0.406     0.523
