     7.000     0.001     0.806     0.489     1.188     0.576     0.096
     7.000     0.001     0.850     0.393     0.891     0.674     0.065
     7.000     0.311     0.895     0.304     0.152     0.706     0.105
     7.000     0.001     0.865     0.391     1.137     0.641     0.060
     7.000     0.160     0.840     0.425     0.609     0.654     0.090
     7.000     0.247     0.923     0.276     1.315     0.656     0.030
     7.000     0.001     0.849     0.435     0.826     0.640     0.076
     7.000     0.945     0.723     0.404     0.327     0.756     0.050
     7.000     1.234     0.763     0.305     0.001     0.739     0.092
     7.000     0.041     0.764     0.543     0.289     0.666     0.114
     7.000     1.170     0.747     0.338     0.001     0.700     0.127
     7.000     0.179     0.838     0.442     0.940     0.554     0.128
     7.000     0.516     0.744     0.458     0.001     0.710     0.115
     7.000     0.288     0.805     0.434     0.280     0.784     0.025
     7.000     0.600     0.831     0.356     0.189     0.642     0.142
     7.000     0.001     0.831     0.458     1.084     0.616     0.080
     7.000     0.105     0.885     0.393     0.592     0.588     0.136
     7.000     1.078     0.771     0.323     0.453     0.731     0.064
     7.000     0.248     0.863     0.371     0.001     0.719     0.098
     7.000     0.694     0.807     0.341     0.001     0.791     0.054
     7.000     1.099     0.745     0.364     0.254     0.777     0.037
     7.000     1.243     0.627     0.512     0.001     0.783     0.049
     7.000     0.362     0.902     0.277     0.001     0.654     0.153
     7.000     0.001     0.852     0.422     0.001     0.703     0.109
     7.000     0.185     0.809     0.438     0.001     0.699     0.123
     7.000     1.175     0.634     0.514     0.001     0.660     0.143
     7.000     0.192     0.926     0.267     1.438     0.637     0.028
     7.000     0.001     0.850     0.424     1.338     0.589     0.078
     7.000     0.425     0.794     0.423     0.001     0.748     0.087
     7.000     0.165     0.877     0.366     0.334     0.708     0.077
     7.000     0.770     0.718     0.480     0.001     0.833     0.002
     7.000     0.725     0.825     0.332     0.001     0.737     0.083
     7.000     0.525     0.767     0.435     0.001     0.728     0.092
     7.000     0.486     0.767     0.466     0.001     0.677     0.122
     7.000     0.198     0.884     0.311     0.001     0.733     0.101
     7.000     0.558     0.861     0.288     0.270     0.697     0.100
     7.000     0.900     0.762     0.387     0.085     0.618     0.176
     7.000     0.855     0.796     0.323     0.440     0.717     0.072
     7.000     0.238     0.828     0.429     0.419     0.679     0.087
     7.000     0.316     0.840     0.368     0.824     0.536     0.175
     7.000     0.620     0.801     0.394     0.001     0.636     0.163
     7.000     0.001     0.869     0.416     0.001     0.597     0.193
