     7.000     0.431     0.706     0.208     0.001     0.376     0.543
     7.000     0.442     0.742     0.161     0.323     0.478     0.431
     7.000     0.409     0.705     0.215     0.001     0.354     0.562
     7.000     0.352     0.712     0.222     0.360     0.440     0.463
     7.000     0.507     0.696     0.196     0.195     0.431     0.484
     7.000     0.602     0.700     0.174     0.298     0.364     0.524
     7.000     0.345     0.732     0.200     0.945     0.355     0.463
     7.000     0.551     0.699     0.189     0.904     0.390     0.450
     7.000     0.397     0.706     0.210     0.053     0.389     0.531
     7.000     0.496     0.708     0.195     0.335     0.402     0.496
     7.000     0.472     0.723     0.176     0.001     0.383     0.539
     7.000     0.689     0.640     0.228     0.448     0.414     0.477
     7.000     0.746     0.633     0.232     0.494     0.394     0.495
     7.000     0.675     0.619     0.260     0.283     0.382     0.510
     7.000     0.617     0.655     0.226     0.224     0.368     0.538
     7.000     0.531     0.670     0.227     0.284     0.393     0.512
     7.000     0.430     0.715     0.191     0.666     0.427     0.440
     7.000     0.518     0.690     0.203     0.224     0.400     0.520
     7.000     0.576     0.716     0.161     0.200     0.362     0.546
     7.000     0.651     0.666     0.205     0.218     0.423     0.504
     7.000     0.448     0.682     0.236     0.332     0.458     0.452
     7.000     0.551     0.705     0.179     0.411     0.359     0.528
     7.000     0.429     0.692     0.234     0.001     0.345     0.577
     7.000     0.471     0.693     0.215     0.401     0.387     0.494
     7.000     0.616     0.704     0.168     0.098     0.425     0.508
     7.000     0.721     0.662     0.185     0.735     0.364     0.487
     7.000     0.389     0.692     0.227     1.174     0.431     0.397
     7.000     0.456     0.685     0.232     0.118     0.423     0.501
     7.000     0.575     0.691     0.196     0.081     0.330     0.564
     7.000     0.457     0.725     0.183     0.211     0.408     0.497
     7.000     0.333     0.724     0.212     0.001     0.345     0.559
     7.000     0.564     0.682     0.208     0.235     0.419     0.494
     7.000     0.517     0.716     0.177     0.262     0.380     0.526
     7.000     0.404     0.689     0.233     0.020     0.302     0.611
     7.000     0.473     0.712     0.193     0.448     0.411     0.477
     7.000     0.697     0.670     0.182     0.627     0.372     0.502
     7.000     0.536     0.708     0.186     0.422     0.449     0.441
     7.000     0.465     0.726     0.178     0.571     0.333     0.525
     7.000     0.654     0.695     0.170     0.835     0.447     0.424
     7.000     0.637     0.657     0.222     0.465     0.400     0.498
     6.000     0.356     0.739     0.184     0.215     0.427     0.496
     7.000     0.352     0.710     0.223     0.476     0.495     0.409
     7.000     0.455     0.723     0.183     0.001     0.474     0.469
     7.000     0.522     0.718     0.174     0.884     0.467     0.383
     7.000     0.631     0.675     0.194     0.297     0.353     0.551
     7.000     0.460     0.745     0.154     0.364     0.477     0.429
     7.000     0.526     0.713     0.178     0.572     0.406     0.470
     7.000     0.377     0.729     0.202     0.143     0.419     0.489
     5.000     0.425     0.727     0.180     0.273     0.499     0.428
     7.000     0.591     0.678     0.199     0.306     0.409     0.482
     7.000     0.606     0.690     0.190     0.362     0.358     0.531
     7.000     0.479     0.689     0.210     0.001     0.389     0.543
     7.000     0.407     0.710     0.212     0.668     0.431     0.444
     7.000     0.443     0.659     0.265     0.932     0.320     0.509
     7.000     0.441     0.702     0.217     0.009     0.439     0.500
     7.000     0.565     0.683     0.201     0.398     0.492     0.414
     7.000     0.407     0.724     0.193     0.369     0.384     0.508
     7.000     0.574     0.677     0.208     0.231     0.428     0.490
     7.000     0.438     0.713     0.195     0.001     0.420     0.516
     7.000     0.404     0.721     0.193     0.081     0.377     0.541
     7.000     0.518     0.680     0.225     0.810     0.345     0.488
     7.000     0.433     0.697     0.222     0.001     0.369     0.562
     7.000     0.496     0.742     0.155     0.119     0.402     0.506
     7.000     0.497     0.667     0.236     0.001     0.359     0.569
     7.000     0.567     0.680     0.213     0.539     0.392     0.484
     7.000     0.579     0.698     0.181     1.027     0.409     0.417
     7.000     0.632     0.693     0.177     0.213     0.369     0.532
     7.000     0.620     0.693     0.182     0.139     0.401     0.526
     7.000     0.431     0.716     0.191     0.953     0.395     0.425
     7.000     0.498     0.742     0.149     0.666     0.415     0.445
     7.000     0.395     0.720     0.204     0.001     0.429     0.499
     7.000     0.454     0.716     0.186     0.015     0.344     0.564
     7.000     0.567     0.725     0.161     0.198     0.420     0.493
     7.000     0.475     0.695     0.207     1.014     0.364     0.458
     7.000     0.426     0.737     0.173     0.466     0.408     0.479
     7.000     0.484     0.693     0.217     0.394     0.403     0.488
     7.000     0.511     0.700     0.193     0.352     0.321     0.562
     7.000     0.479     0.674     0.230     0.636     0.427     0.448
     8.000     0.467     0.668     0.245     0.139     0.307     0.580
     7.000     0.493     0.701     0.208     0.371     0.435     0.464
     7.000     0.445     0.744     0.168     0.128     0.448     0.469
     7.000     0.574     0.703     0.178     0.499     0.350     0.513
     7.000     0.589     0.675     0.223     0.004     0.437     0.494
     7.000     0.493     0.697     0.201     0.349     0.425     0.476
     7.000     0.469     0.727     0.173     0.094     0.379     0.536
     7.000     0.379     0.736     0.186     0.123     0.403     0.519
     7.000     0.466     0.671     0.250     0.212     0.414     0.503
     7.000     0.509     0.655     0.242     0.386     0.379     0.515
     7.000     0.464     0.701     0.203     0.807     0.370     0.472
     7.000     0.455     0.702     0.200     0.001     0.360     0.564
     8.000     0.462     0.686     0.230     0.001     0.329     0.576
     7.000     0.557     0.698     0.192     0.037     0.471     0.471
     7.000     0.527     0.698     0.200     0.173     0.396     0.522
     7.000     0.424     0.760     0.146     0.625     0.405     0.455
     7.000     0.422     0.699     0.219     0.581     0.458     0.426
     7.000     0.545     0.681     0.208     0.280     0.373     0.528
     7.000     0.483     0.701     0.208     0.042     0.405     0.511
     7.000     0.742     0.673     0.173     1.142     0.351     0.460
     7.000     0.442     0.731     0.184     0.014     0.464     0.464
     7.000     0.577     0.682     0.210     0.103     0.454     0.473
     8.000     0.563     0.657     0.242     0.444     0.364     0.519
     7.000     0.515     0.687     0.214     0.272     0.436     0.484
     7.000     0.560     0.723     0.157     0.211     0.402     0.507
     7.000     0.403     0.719     0.198     0.314     0.459     0.454
     7.000     0.399     0.708     0.216     0.193     0.398     0.514
     7.000     0.630     0.694     0.175     0.734     0.357     0.502
     7.000     0.647     0.676     0.194     0.008     0.404     0.532
     7.000     0.584     0.687     0.196     0.216     0.387     0.523
     7.000     0.428     0.698     0.226     0.112     0.417     0.503
     7.000     0.637     0.685     0.188     0.393     0.380     0.498
     7.000     0.706     0.680     0.173     0.457     0.316     0.553
     7.000     0.713     0.661     0.196     0.778     0.304     0.533
     7.000     0.832     0.644     0.188     0.828     0.404     0.461
     7.000     0.507     0.674     0.227     0.893     0.393     0.450
     7.000     0.600     0.722     0.152     0.667     0.426     0.441
     7.000     0.567     0.716     0.170     0.459     0.395     0.489
     7.000     0.532     0.674     0.221     0.646     0.403     0.460
     7.000     0.546     0.692     0.194     0.878     0.391     0.451
     7.000     0.431     0.703     0.211     0.498     0.382     0.493
     7.000     0.597     0.715     0.154     0.254     0.430     0.484
     7.000     0.488     0.685     0.216     0.616     0.386     0.488
     7.000     0.507     0.691     0.209     0.297     0.376     0.518
     7.000     0.494     0.661     0.250     0.609     0.407     0.469
     7.000     0.703     0.684     0.172     0.349     0.373     0.506
     7.000     0.503     0.689     0.220     0.146     0.437     0.488
     7.000     0.648     0.670     0.209     0.100     0.410     0.516
     7.000     0.545     0.703     0.180     0.815     0.367     0.475
     7.000     0.606     0.665     0.217     0.338     0.356     0.535
     7.000     0.585     0.729     0.143     0.739     0.349     0.498
     7.000     0.615     0.691     0.183     0.212     0.354     0.556
     7.000     0.570     0.666     0.228     0.627     0.354     0.501
     7.000     0.495     0.681     0.229     0.284     0.342     0.550
     7.000     0.428     0.727     0.181     0.343     0.357     0.531
     7.000     0.372     0.703     0.225     0.001     0.407     0.523
     7.000     0.446     0.669     0.250     0.057     0.361     0.558
     7.000     0.554     0.718     0.162     0.178     0.399     0.511
     7.000     0.370     0.711     0.214     0.173     0.420     0.498
     7.000     0.545     0.678     0.218     0.455     0.385     0.506
     7.000     0.622     0.701     0.172     0.751     0.439     0.421
     7.000     0.526     0.696     0.199     1.578     0.299     0.453
     7.000     0.561     0.704     0.185     0.369     0.423     0.471
     7.000     0.506     0.676     0.227     1.315     0.342     0.455
     7.000     0.518     0.688     0.202     0.904     0.385     0.448
     7.000     0.599     0.660     0.223     0.001     0.438     0.503
     7.000     0.561     0.693     0.189     0.338     0.416     0.492
     7.000     0.610     0.697     0.180     0.540     0.427     0.458
     7.000     0.566     0.686     0.198     0.334     0.426     0.468
     7.000     0.601     0.693     0.184     0.523     0.444     0.442
     7.000     0.456     0.673     0.235     0.424     0.329     0.547
     7.000     0.491     0.653     0.249     0.696     0.397     0.466
     7.000     0.349     0.697     0.236     0.332     0.297     0.573
     7.000     0.535     0.715     0.181     0.226     0.342     0.550
     7.000     0.582     0.704     0.176     0.067     0.377     0.546
     7.000     0.524     0.721     0.176     0.001     0.425     0.506
     7.000     0.490     0.696     0.205     0.398     0.423     0.479
     7.000     0.680     0.672     0.195     0.487     0.476     0.422
     7.000     0.589     0.695     0.185     0.263     0.376     0.521
     7.000     0.376     0.687     0.241     0.218     0.435     0.480
     7.000     0.653     0.666     0.203     0.916     0.348     0.476
     6.000     0.435     0.739     0.161     0.409     0.523     0.390
     7.000     0.553     0.701     0.194     0.320     0.414     0.481
     7.000     0.705     0.670     0.180     0.730     0.311     0.525
     7.000     0.620     0.704     0.172     0.346     0.457     0.451
     7.000     0.554     0.663     0.239     0.720     0.361     0.491
     7.000     0.512     0.709     0.192     0.280     0.395     0.504
     7.000     0.406     0.724     0.192     1.339     0.396     0.391
     7.000     0.578     0.686     0.196     0.393     0.417     0.476
     7.000     0.752     0.669     0.183     0.159     0.412     0.504
